Corpus	Id_aa	Nom_aa	Id_phrase	Texte_phrase	Id_SitEmo	Auteur_SitEmo	Texte_SitEmo	Nature_SitEmo	Declencheur_entier	Mode	Type1	Type2	Cat1	Cat2	Lemmes_declencheurs	Lemmes_SitEmo	exclamation	exclamation_phrase	interrogation	interrogation_phrase	pos_phrase	phrase_averbaux	interjections
PtitLibe	3712-48905109	7-12_PtitLibe9-De_animal_a_viande_mangera_futur	3712-48905109_1854-1891	On peut même en faire des biscuits ! 	aetienne_1621579836147_3712-48905109	aetienne	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même	même	0	1	0	0	['PRON', 'VERB', 'ADV', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT']	0	0
PtitLibe	3491-37956204	7-12_PtitLibe9-De_animal_a_viande_Pourquoi_mange_viande	3491-37956204_901-1050	Il n’est pas tout seul dans ce cas-là : le renard roux, par exemple, mange des vers de terre, des petits rongeurs (même des lapins !) et des fruits. 	aetienne_1621579836168_3491-37956204	aetienne	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même	même	0	1	0	0	['PRON', 'ADV', 'AUX', 'ADV', 'ADV', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADV', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'PUNCT']	0	0
PtitLibe	2266-0	7-12_PtitLibe99-Toutankhamon_Pourquoi_Egypte_ancienne_fascinante	2266-0_105-147	Cet amour a même un nom : l’égyptomanie ! 	aetienne_1630169791293_2266-0	aetienne	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même	même	0	1	0	0	['DET', 'NOUN', 'VERB', 'ADV', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PUNCT']	0	0
PtitLibe	2266-0	7-12_PtitLibe99-Toutankhamon_Pourquoi_Egypte_ancienne_fascinante	2266-0_548-749	La mythologie égyptienne fascine un grand nombre de personnes : des dieux à tête d’animal, qui ont des pouvoirs magiques, se trahissent, se marient entre frère et sœur… ce n’est quand même pas banal ! 	aetienne_1621579837266_2266-0	aetienne	quand même	SAdv	quand même	Montree	Base	Aucun	Surprise	Aucune	quand même	quand même	0	1	0	0	['DET', 'NOUN', 'ADJ', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'PRON', 'VERB', 'PUNCT', 'PRON', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'PRON', 'ADV', 'AUX', 'ADV', 'ADV', 'ADV', 'ADJ', 'PUNCT']	0	0
PtitLibe	2473-40875912	7-12_PtitLibe99-Toutankhamon_Qui_etait_Toutankhamon	2473-40875912_107-175	Pourtant, de son vivant, il n’a pas tant marqué les esprits que ça !	aetienne_1621579837277_2473-40875912	aetienne	Pourtant	SAdv	Pourtant	Montree	Base	Aucun	Surprise	Aucune	pourtant	pourtant	0	1	0	0	['ADV', 'PUNCT', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'ADV', 'AUX', 'ADV', 'ADV', 'VERB', 'DET', 'NOUN', 'SCONJ', 'PRON', 'PUNCT']	0	0
WP7Encyclo	2038-0	encyclo_HV23_Elizabeth	2038-0_1171-1201	Elle ne peut même pas voter ! 	aetienne_1620827604241_2038-0	aetienne	même	SAdv	même	Montree	Base	Aucun	Surprise	Aucune	même	même	0	1	0	0	['PRON', 'ADV', 'VERB', 'ADV', 'ADV', 'VERB', 'PUNCT']	0	0
WP7Encyclo	2155-56934306	encyclo_SP-Vikidia_Ara-Spix	2155-56934306_1493-1623	N'ayant pu trouver aucune femelle, ni même aucun autre oiseau de son espèce, il s'était apparié avec une femelle d'ara d'Illiger. 	aetienne_1620827604379_2155-56934306	aetienne	ni même	SAdv	ni même	Montree	Base	Aucun	Tristesse	Aucune	ni même	ni même	0	0	0	0	['ADV', 'AUX', 'VERB', 'VERB', 'DET', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT']	0	0
WP7Encyclo	2306-1459854	encyclo_SP-Vikidia_Faune-Amerique-Nord	2306-1459854_1059-1189	C'est la raison pour laquelle de nombreux animaux d'Amérique ressemblent à ceux d'Europe : ce sont tout simplement leurs cousins !	aetienne_1620827604498_2306-1459854	aetienne	tout simplement	SAdv	tout simplement	Montree	Base	Aucun	Surprise	Aucune	tout simplement	tout simplement	0	1	0	0	['PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'PRON', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'VERB', 'ADP', 'PRON', 'ADP', 'PROPN', 'PUNCT', 'PRON', 'AUX', 'ADV', 'ADV', 'DET', 'NOUN', 'PUNCT']	0	0
WP7Encyclo	2099-0	encyclo_Vikidia_Napoleon	2099-0_1030-1143	La Prusse qui tente de résister à la domination française, est sévèrement battue en 1806 à Iéna et à Auerstaedt. 	aetienne_1620827604796_2099-0	aetienne	sévèrement	SAdv	sévèrement	Montree	Complexe	Aucun	Admiration	Aucune	sévèrement	sévèrement	0	0	0	0	['DET', 'PROPN', 'PRON', 'VERB', 'ADP', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'AUX', 'ADV', 'VERB', 'ADP', 'NUM', 'ADP', 'PROPN', 'CCONJ', 'ADP', 'PROPN', 'PUNCT']	0	0
WP7Fiction	1842-29197080	fiction_LaBandeATristan_Murail	1842-29197080_1377-1415	Vous faites beaucoup trop de fautes ! 	aetienne_1630930261641_1842-29197080	aetienne	beaucoup trop	SAdv	beaucoup trop	Montree	Base	Aucun	Colere	Aucune	beaucoup trop	beaucoup trop	0	1	0	0	['PRON', 'VERB', 'ADV', 'ADV', 'ADP', 'NOUN', 'PUNCT']	0	0
WP7Fiction	1842-29197080	fiction_LaBandeATristan_Murail	1842-29197080_1415-1472	Parfois, on ne comprend même pas ce que vous avez écrit. 	aetienne_1620827605228_1842-29197080	aetienne	même	SAdv	même	Montree	Base	Aucun	Colere	Aucune	même	même	0	0	0	0	['ADV', 'PUNCT', 'PRON', 'ADV', 'VERB', 'ADV', 'ADV', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB', 'PUNCT']	0	0
WP7Fiction	2253-99270072	fiction_Oeil-du-loup_Pennac	2253-99270072_1983-2031	 Il n'a pas passé la nuit ici, tout de même ! 	aetienne_1620827605331_2253-99270072	aetienne	tout de même	SAdv	tout de même	Montree	Base	Aucun	Surprise	Aucune	tout de même	tout de même	0	1	0	0	['SPACE', 'PRON', 'ADV', 'AUX', 'ADV', 'VERB', 'DET', 'NOUN', 'ADV', 'PUNCT', 'ADV', 'ADP', 'ADV', 'PUNCT']	0	0
WP7Fiction	2260-0	fiction_Verte	2260-0_515-649	En un sens, tant mieux : elle avait une allure folle, elle disait des gros mots et elle m'emmenait au cinéma pour un oui pour un non. 	aetienne_1620827605362_2260-0	aetienne	tant mieux	SAdv	tant mieux	Montree	Base	Aucun	Joie	Aucune	tant mieux	tant mieux	0	0	0	0	['ADP', 'DET', 'NOUN', 'PUNCT', 'ADV', 'ADV', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'PRON', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADV', 'PUNCT']	0	0
