Corpus	Id_aa	Nom_aa	Id_phrase	Texte_phrase	Id_SitEmo	Auteur_SitEmo	Texte_SitEmo	Nature_SitEmo	Declencheur_entier	Mode	Type1	Type2	Cat1	Cat2	Lemmes_declencheurs	Lemmes_SitEmo
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14103-14172	J’ai besoin de toi ! crie-t-elle en découvrant le message du danseur.	alessieux_1621630674001_16885-0	alessieux	crie	Proposition	crie	Comportementale	Base	Aucun	Joie	Aucune	crie	crie
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14172-14236	Mais quand Billy le lui traduit, la petite fille fond en larmes.	alessieux_1621632022866_16885-0	alessieux	fond en larmes	Proposition	fond en larmes	Comportementale	Base	Aucun	Tristesse	Aucune	fond en larme	fond en larme
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14236-14279	– Qu’est-ce qui se passe ? s’inquiète Anna.	alessieux_1621632159670_16885-0	alessieux	Qu’est-ce qui se passe ?	Proposition	Qu'est ce qui se passe ?	Montree	Base	Base	Surprise	Peur	que être ce qui se passer ?	qu’ être -ce qui se passer ?
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14236-14279	– Qu’est-ce qui se passe ? s’inquiète Anna.	alessieux_1621632100299_16885-0	alessieux	s’inquiète	Proposition	s'inquiète	Designee	Base	Aucun	Peur	Aucune	se inquiéter	s’ inquiet
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14279-14361	– Il faut avoir au moins onze ans pour faire les stages de danse, sanglote Elisa. 	alessieux_1621632271375_16885-0	alessieux	sanglote	Proposition	sanglote	Comportementale	Base	Aucun	Tristesse	Aucune	sanglote	sanglote
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14279-14361	– Il faut avoir au moins onze ans pour faire les stages de danse, sanglote Elisa. 	alessieux_1621761194351_16885-0	alessieux	Il faut avoir au moins onze ans	Proposition	Il faut avoir au moins onze ans	Suggeree	Base	Aucun	Tristesse	Aucune	il falloir avoir au moins onze an	il falloir avoir au moins onze an
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14361-14387	C’est vraiment pas juste !	alessieux_1621632506491_16885-0	alessieux	C’est vraiment pas juste	Proposition	C'est vraiment pas juste	Montree	Base	Aucun	Tristesse	Aucune	ce être vraiment pas juste	c’ être vraiment pas juste
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14387-14498	– En plus d’être noire, d’avoir des petits pieds, de parler l’anglais, tu veux être vieille ! s’exclame Flavia.	alessieux_1621632653719_16885-0	alessieux	s’exclame	Proposition	s'exclame	Comportementale	Base	Aucun	Surprise	Aucune	se exclame	s’ exclame
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14387-14498	– En plus d’être noire, d’avoir des petits pieds, de parler l’anglais, tu veux être vieille ! s’exclame Flavia.	alessieux_1621632711749_16885-0	alessieux	tu veux être vieille	Proposition	tu veux être vieille	Suggeree	Base	Aucun	Surprise	Aucune	tu veux être vieux	tu veux être vieux
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14498-14553	Elisa va s’enfermer dans la grande chambre des filles. 	alessieux_1621761400651_16885-0	alessieux	s’enfermer dans la grande chambre des filles	Proposition	s'enfermer dans ma grande chambre	Comportementale	Base	Aucun	Tristesse	Aucune	se enfermer dans mon grand chambre	s’ enfermer dans le grand chambre de fille
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14801-14842	Toutes ces vies de danseurs l’inspirent. 	alessieux_1621761578433_16885-0	alessieux	inspirent	Proposition	inspirent	Suggeree	Complexe	Aucun	Admiration	Aucune	inspirer	inspirer
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14842-14977	En réfléchissant un peu, elle se dit que ces grands artistes ne se seraient sans doute pas découragés à cause d’une bête limite d’âge. 	alessieux_1621633694284_16885-0	alessieux	découragés	SAdj	découragés	Designee	Base	Aucun	Tristesse	Aucune	décourager	décourager
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15062-15114	Bella a même écrit un poème spécialement pour elle :	alessieux_1621738131593_16885-0	alessieux	même	SAdv	même	Montree	Base	Aucun	Joie	Aucune	même	même
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15114-15143	Ma sœur danseuse archi douée,	alessieux_1621633897652_16885-0	alessieux	danseuse archi douée	SN	danseuse archi douée	Suggeree	Base	Aucun	Joie	Aucune	danseus archi douer	danseus archi douer
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15114-15143	Ma sœur danseuse archi douée,	alessieux_1621761948893_16885-0	alessieux	Ma sœur danseuse archi douée,	SN	ma soeur danseuse archi douée	Suggeree	Complexe	Aucun	Admiration	Aucune	mon soeur danseus archi douer	mon sœur danseus archi douer ,
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15216-15253	Et nous serons là pour t’accompagner.	alessieux_1621739645344_16885-0	alessieux	serons là pour t’accompagner	Proposition	serons là pour t'accompagner	Suggeree	Base	Aucun	Joie	Aucune	seron là pour te accompagner	seron là pour t’ accompagner
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15298-15347	Tu sauras à nous voir combien nous sommes fières.	alessieux_1621738520320_16885-0	alessieux	fières	SAdj	fières	Designee	Complexe	Base	Fierte	Joie	fière	fière
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15347-15397	Gabriel, fi er aussi avec ses six sœurs sorcières.	alessieux_1621739574389_16885-0	alessieux	fi er	SAdj	fier	Designee	Complexe	Aucun	Fierte	Aucune	fier	fi er
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15397-15437	Sur scène et ailleurs tu es une lumière.	alessieux_1621738624513_16885-0	alessieux	es une lumière	Proposition	es une lumière	Suggeree	Base	Aucun	Joie	Aucune	être un lumière	être un lumière
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15437-15469	La troupe Alvin Ailey t’attendra	alessieux_1621762164114_16885-0	alessieux	La troupe Alvin Ailey t’attendra	Proposition	La troupe Alvin Ailey t’attendra	Suggeree	Base	Aucun	Joie	Aucune	le troupe Alvin Ailey t’ attendre	le troupe Alvin Ailey t’ attendre
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15469-15500	Et ton moment de gloire viendra	alessieux_1621738710338_16885-0	alessieux	moment de gloire viendra	SN	moment de gloire viendra	Suggeree	Base	Aucun	Joie	Aucune	moment de gloire venir	moment de gloire venir
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15500-15529	Et on criera hip hip hourra !	alessieux_1621738789399_16885-0	alessieux	criera	Proposition	criera	Comportementale	Base	Aucun	Joie	Aucune	crier	crier
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15500-15529	Et on criera hip hip hourra !	alessieux_1621738823401_16885-0	alessieux	hip hip hourra	Interjection	hip hip hourra	Montree	Base	Aucun	Joie	Aucune	hip hip hourra	hip hip hourra
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15529-15574	Tu ne penses pas que la vie est juste extra ?	alessieux_1621738932599_16885-0	alessieux	juste	SAdv	juste	Montree	Base	Aucun	Joie	Aucune	juste	juste
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15529-15574	Tu ne penses pas que la vie est juste extra ?	alessieux_1621738960429_16885-0	alessieux	la vie est extra	Proposition	la vie est extra	Suggeree	Base	Aucun	Joie	Aucune	le vie être extrer	le vie être extrer
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15574-15598	Elisa embrasse sa sœur. 	alessieux_1621739047668_16885-0	alessieux	embrasse sa sœur.	Proposition	embrasse sa soeur	Comportementale	Base	Aucun	Joie	Aucune	embrasser son soeur	embrasser son sœur .
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15598-15721	Bien sûr, elle est encore triste de ne pas pouvoir s’envoler comme elle l’avait rêvé pour rejoindre le ballet Alvin Ailey. 	alessieux_1621739125139_16885-0	alessieux	triste	SAdj	triste	Designee	Base	Aucun	Tristesse	Aucune	triste	triste
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15721-15853	Mais elle est si bien au milieu de la troupe des Arthur, toujours là pour l’encourager et la soutenir, comme Anna, qui lui murmure :	alessieux_1621739213590_16885-0	alessieux	est si bien au milieu de la troupe des Arthur	Proposition	est si bien au milieu de la troupe des Arthur	Suggeree	Base	Aucun	Joie	Aucune	être si bien au milieu de le troupe de Arthur	être si bien au milieu de le troupe de Arthur
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15721-15853	Mais elle est si bien au milieu de la troupe des Arthur, toujours là pour l’encourager et la soutenir, comme Anna, qui lui murmure :	alessieux_1621739270104_16885-0	alessieux	toujours là pour l’encourager et la soutenir	SAdv	toujours là ; encourager; soutenir	Suggeree	Base	Aucun	Joie	Aucune	toujours là ; encourager ; soutenir	toujours là pour l’ encourager et le soutenir
FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15853-15976	– Noire ou pas, avec ou sans petits pieds, en français comme en anglais, tu seras toujours notre danseuse étoile préférée !	alessieux_1621739386720_16885-0	alessieux	seras toujours notre danseuse étoile préférée	Proposition	notre danseuse étoile préférée	Suggeree	Base	Aucun	Joie	Aucune	notre danseur étoil préférer	sera toujours notre danseur étoil préférer
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_16-131	Flavia est contente pour une fois : aujourd’hui, c’est son tour de passer sa journée plaisir avec Grand-Mère Léo ! 	mantoine_1618525313545_17006-4379562	mantoine	contente	SAdj	contente	Designee	Base	Aucun	Joie	Aucune	content	content
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_16-131	Flavia est contente pour une fois : aujourd’hui, c’est son tour de passer sa journée plaisir avec Grand-Mère Léo ! 	mantoine_1620910276427_17006-4379562	mantoine	journée plaisir	SN	plaisir	Suggeree	Base	Aucun	Joie	Aucune	plaisir	journée plaisir
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_131-260	Même si les enfants ne savent jamais à l’avance ce que leur grand-mère leur a concocté pour ce jour-là, ils sont toujours ravis. 	mantoine_1618525395971_17006-4379562	mantoine	toujours ravis	SAdj	ravis	Designee	Base	Aucun	Joie	Aucune	ravir	toujours ravir
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_318-386	Faire plaisir à cette éternelle boudeuse n’est en effet pas facile. 	mantoine_1620910674483_17006-4379562	mantoine	éternelle boudeuse	SN	boudeuse	Designee	Base	Aucun	Colere	Aucune	boudeur	éternelle boudeur
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_386-470	Il n’y a qu’assise à son piano que Flavia semble débrancher son moteur à ronchonner.	mantoine_1620910768139_17006-4379562	mantoine	ronchonner	Proposition	ronchonner	Designee	Base	Aucun	Colere	Aucune	ronchonner	ronchonner
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_470-546	Flavia est impatiente de découvrir ce que Léo lui a réservé comme surprise. 	mantoine_1620910868899_17006-4379562	mantoine	impatiente de découvrir	SAdj	impatiente	Suggeree	Base	Aucun	Joie	Aucune	impatient	impatient de découvrir
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_546-621	Quand celle-ci s’arrête devant un théâtre, sa petite-fille a l’air étonnée.	mantoine_1620911040377_17006-4379562	mantoine	étonnée	SAdj	étonnée	Designee	Base	Aucun	Surprise	Aucune	étonnée	étonnée
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_546-621	Quand celle-ci s’arrête devant un théâtre, sa petite-fille a l’air étonnée.	mantoine_1618525486333_17006-4379562	mantoine	a l’air étonnée	Proposition	étonnée	Comportementale	Base	Aucun	Surprise	Aucune	étonnée	avoir l’ air étonner
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_621-668	– Euh… tu es sure que tu ne t’es pas trompée ? 	mantoine_1620911170039_17006-4379562	mantoine	Euh	Interjection	Euh	Montree	Base	Aucun	Surprise	Aucune	euh	euh
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_621-668	– Euh… tu es sure que tu ne t’es pas trompée ? 	mantoine_1620911229703_17006-4379562	mantoine	tu es sure que tu ne t’es pas trompée ?	Proposition	sure ; trompée ; ?	Montree	Base	Aucun	Surprise	Aucune	sure ; trompée ; ?	taire être sur que tu ne t’ être pas tromper ?
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_911-933	– Pfff, peste Flavia. 	mantoine_1620911383337_17006-4379562	mantoine	peste	Proposition	peste	Comportementale	Base	Aucun	Colere	Aucune	pest	pest
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_911-933	– Pfff, peste Flavia. 	mantoine_1620911381487_17006-4379562	mantoine	Pff	Interjection	Pff	Montree	Base	Aucun	Colere	Aucune	pff	pff
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_933-956	Encore un truc à lire !	mantoine_1620911468458_17006-4379562	mantoine	Encore un truc à lir	Proposition	Encore	Montree	Base	Aucun	Colere	Aucune	encore	encore un truc à lir
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_956-1001	– Tu n’es pas fatiguée de râler sans arrêt ? 	mantoine_1620911794546_17006-4379562	mantoine	râler	Proposition	râler	Comportementale	Base	Aucun	Colere	Aucune	râler	râler
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_956-1001	– Tu n’es pas fatiguée de râler sans arrêt ? 	mantoine_1620911799414_17006-4379562	mantoine	Tu n’es pas fatiguée de râler sans arrêt ?	Proposition	fatiguée de râler ; sans arrêt ; ?	Montree	Base	Aucun	Colere	Aucune	fatiguer de râler ; sans arrêt ; ?	taire n’ être pas fatiguer de râler sans arrêt ?
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_1001-1082	J’ai beau t’adorer, ça ne donne pas vraiment envie de te faire plaisir, tu sais ?	mantoine_1620911980181_17006-4379562	mantoine	tu sais ?	Proposition	tu sais ?	Montree	Base	Aucun	Colere	Aucune	tu sai ?	tu sai ?
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_1082-1109	– Pardon, grommèle Flavia. 	mantoine_1620912124845_17006-4379562	mantoine	Pardon	SN	Pardon	Montree	Complexe	Aucun	Embarras	Aucune	pardon	pardon
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_1082-1109	– Pardon, grommèle Flavia. 	mantoine_1618525583869_17006-4379562	mantoine	grommèle	Proposition	grommèle	Comportementale	Base	Aucun	Colere	Aucune	grommèle	grommèle
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_1565-1645	Mais quand Flavia découvre le jeune génie du piano, elle se sent comme écrasée. 	mantoine_1620912353532_17006-4379562	mantoine	se sent comme écrasée	Proposition	écrasée	Suggeree	Complexe	Aucun	Jalousie	Aucune	écrasé	se sentir comme écrasé
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_1645-1679	Il joue avec une telle facilité ! 	mantoine_1620912436243_17006-4379562	mantoine	Il joue avec une telle facilité 	Proposition	telle facilité	Suggeree	Base	Complexe	Surprise	Jalousie	tel facilité	il joue avec un tel facilité
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_1679-1732	On dirait presque qu’il fait partie de l’instrument. 	mantoine_1620912585011_17006-4379562	mantoine	fait partie de l’instrument	Proposition	fait partie	Suggeree	Complexe	Aucun	Jalousie	Aucune	faire partie	faire partie de l’ instrument
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_1779-1888	Même si Flavia s’entraîne sans s’arrêter pendant des centaines d’années, elle n’atteindra jamais son niveau. 	mantoine_1620912690822_17006-4379562	mantoine	Même si Flavia s’entraîne sans s’arrêter pendant des centaines d’années, elle n’atteindra jamais son niveau	Proposition	Même si	Suggeree	Base	Aucun	Tristesse	Aucune	même si	même si Flavia s’ entraîn sans s’ arrêter pendant un centaine d’ année , lui n’ atteindre jamais son niveau
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_1779-1888	Même si Flavia s’entraîne sans s’arrêter pendant des centaines d’années, elle n’atteindra jamais son niveau. 	mantoine_1620912731261_17006-4379562	mantoine	n’atteindra jamais son niveau	Proposition	n'atteindra jamais	Suggeree	Complexe	Aucun	Jalousie	Aucune	ne atteindre jamais	n’ atteindre jamais son niveau
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_1888-1961	Il faudrait qu’elle vive toute seule avec son piano, ou dans son piano ! 	mantoine_1620912891657_17006-4379562	mantoine	l faudrait qu’elle vive toute seule avec son piano, ou dans son piano !	Proposition	faudrait ; toute seule ; !	Suggeree	Base	Aucun	Tristesse	Aucune	falloir ; tout seul ; !	l falloir qu’ lui vivre tout seul avec son piano , ou dans son piano !
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_1961-2001	Ce spectacle la déprime et la décourage.	mantoine_1620912979424_17006-4379562	mantoine	décourage	Proposition	décourage	Designee	Base	Aucun	Tristesse	Aucune	décourage	décourage
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_1961-2001	Ce spectacle la déprime et la décourage.	mantoine_1618525686688_17006-4379562	mantoine	déprime	Proposition	déprime	Designee	Base	Aucun	Tristesse	Aucune	déprim	déprim
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_2123-2151	Elle est désolée pour elle. 	mantoine_1618525825523_17006-4379562	mantoine	désolée	Proposition	désolée	Designee	Base	Aucun	Tristesse	Aucune	désolée	désolée
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_2151-2222	Pour l’instant, cette journée plaisir n’est pas vraiment une réussite. 	mantoine_1620913803534_17006-4379562	mantoine	n’est pas vraiment une réussite.	Proposition	pas vraiment une réussite	Suggeree	Base	Aucun	Tristesse	Aucune	pas vraiment un réussite	n’ être pas vraiment un réussite .
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_2222-2315	Pour consoler Flavia, elle lui propose de l’emmener déjeuner dans le restaurant de son choix.	mantoine_1618525902792_17006-4379562	mantoine	consoler	Proposition	consoler	Designee	Base	Aucun	Tristesse	Aucune	consoler	consoler
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_2352-2379	Flavia hausse les épaules. 	mantoine_1620914285007_17006-4379562	mantoine	hausse les épaules	Proposition	hausse les épaules	Comportementale	Base	Aucun	Tristesse	Aucune	hausse le épaule	hausse le épaule
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_2379-2521	Elle sait qu’elle a de la chance d’avoir une grand-mère aussi gentille et généreuse, mais c’est plus fort qu’elle, elle se remet à rouspéter :	mantoine_1620914347103_17006-4379562	mantoine	se remet à rouspéter	Proposition	rouspéter	Comportementale	Base	Aucun	Colere	Aucune	rouspéter	se remettre à rouspéter
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_2550-2563	Léo soupire. 	mantoine_1620914442944_17006-4379562	mantoine	soupire	Proposition	soupire	Comportementale	Base	Aucun	Degout	Aucune	soupire	soupire
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_2563-2630	Flavia est vraiment la plus difficile de tous ses petits-enfants ! 	mantoine_1620914558072_17006-4379562	mantoine	a plus difficile de tous ses petits-enfants 	SN	la plus difficile	Suggeree	Base	Aucun	Degout	Aucune	le plus difficile	avoir plus difficile de tout son petit-enfant
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_2630-2723	Elle boude, elle râle et s’emporte : elle semble toujours en colère contre la terre entière. 	mantoine_1620914818848_17006-4379562	mantoine	colère	SN	colère	Designee	Base	Aucun	Colere	Aucune	colèr	colèr
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_2630-2723	Elle boude, elle râle et s’emporte : elle semble toujours en colère contre la terre entière. 	mantoine_1618526205646_17006-4379562	mantoine	semble toujours en colère	Proposition	colère	Comportementale	Base	Aucun	Colere	Aucune	colèr	sembler toujours en colère
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_2630-2723	Elle boude, elle râle et s’emporte : elle semble toujours en colère contre la terre entière. 	mantoine_1618525991459_17006-4379562	mantoine	s’emporte	Proposition	s'emporte	Comportementale	Base	Aucun	Colere	Aucune	se emporter	s’ emporter
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_2630-2723	Elle boude, elle râle et s’emporte : elle semble toujours en colère contre la terre entière. 	mantoine_1618525990497_17006-4379562	mantoine	râle	Proposition	râle	Comportementale	Base	Aucun	Colere	Aucune	râle	râle
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_2630-2723	Elle boude, elle râle et s’emporte : elle semble toujours en colère contre la terre entière. 	mantoine_1618525989478_17006-4379562	mantoine	boude	Proposition	boude	Comportementale	Base	Aucun	Colere	Aucune	boude	boude
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_2723-2874	Léo pense que Flavia aurait été différente si elle n’avait pas eu de petit frère : elle n’a pas supporté de se faire voler sa place de petite dernière.	mantoine_1620914891268_17006-4379562	mantoine	n’a pas supporté	Proposition	pas supporté	Suggeree	Base	Aucun	Colere	Aucune	pas supporter	n’ avoir pas supporter
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_2994-3120	Elle est surprise : Flavia n’a jamais aimé les jouets, sauf ceux de son frère, qu’elle lui prend juste pour le faire enrager. 	mantoine_1618526281249_17006-4379562	mantoine	surprise	SAdj	surprise	Designee	Base	Aucun	Surprise	Aucune	surprise	surprise
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_2994-3120	Elle est surprise : Flavia n’a jamais aimé les jouets, sauf ceux de son frère, qu’elle lui prend juste pour le faire enrager. 	mantoine_1618526318207_17006-4379562	mantoine	enrager	Proposition	enrager	Designee	Base	Aucun	Colere	Aucune	enrager	enrager
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_3560-3578	– Tu es certaine ?	mantoine_1620915333315_17006-4379562	mantoine	Tu es certaine ?	Proposition	certaine ; ?	Montree	Base	Aucun	Surprise	Aucune	certain ; ?	taire être certaine ?
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_3640-3714	Dix minutes plus tard, Flavia serre son sac contre elle : elle est ravie. 	mantoine_1618526462622_17006-4379562	mantoine	ravie	SAdj	ravie	Designee	Base	Aucun	Joie	Aucune	ravir	ravir
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_3640-3714	Dix minutes plus tard, Flavia serre son sac contre elle : elle est ravie. 	mantoine_1620915441112_17006-4379562	mantoine	serre son sac contre elle	Proposition	serre	Comportementale	Base	Aucun	Joie	Aucune	serre	serre son sac contre lui
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_3714-3795	Jamais Grand-Mère Léo n’aurait cru qu’un cadeau si simple lui plaise à ce point. 	mantoine_1620915540367_17006-4379562	mantoine	Jamais Grand-Mère Léo n’aurait cru qu’un cadeau si simple lui plaise à ce point	Proposition	jamais	Suggeree	Base	Aucun	Surprise	Aucune	jamais	jamais grand-mère Léo n’ avoir croire qu’ un cadeau si simple luire plaire à ce point
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_3939-4002	Avec le sourire, Flavia retrouve aussi la parole et l’appétit. 	mantoine_1618526516982_17006-4379562	mantoine	Avec le sourire	SN	sourire	Comportementale	Base	Aucun	Joie	Aucune	sourire	avec le sourire
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_4002-4116	Elle choisit un restaurant italien et, à table, elle explique à sa grand-mère son projet avec ses nouveaux jouets.	mantoine_1620915688797_17006-4379562	mantoine	nouveaux jouets.	SN	nouveaux jouets	Suggeree	Base	Aucun	Joie	Aucune	nouveau jouet	nouveau jouet .
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_4116-4184	– Et comme ça, je suis sure de me faire plein d’amis ! conclut-elle.	mantoine_1620915765222_17006-4379562	mantoine	me faire plein d’amis	Proposition	pleins d'amis	Suggeree	Base	Aucun	Joie	Aucune	plein de ami	me faire plein d’ ami
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_4365-4415	– Des billes ! répond Flavia en les leur montrant.	mantoine_1621184919903_17006-4379562	mantoine	en les leur montrant.	Proposition	montrant	Comportementale	Complexe	Base	Fierte	Joie	montrer	en le son montrant .
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_4415-4439	– Oh, il y en a plein ! 	mantoine_1621095713721_17006-4379562	mantoine	Oh	Interjection	Oh	Montree	Base	Aucun	Surprise	Aucune	oh	oh
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_4415-4439	– Oh, il y en a plein ! 	mantoine_1621185073392_17006-4379562	mantoine	il y en a plein	Proposition	il y en a plein	Suggeree	Base	Aucun	Surprise	Aucune	il y en avoir plein	il y en avoir plein
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_4481-4514	– Non, c’est à moi ! fait Flavia.	mantoine_1621095778297_17006-4379562	mantoine	Non, c’est à moi 	Proposition	Non ; !	Montree	Base	Aucun	Colere	Aucune	non ; !	non , c’ être à moi
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_4514-4582	Pourtant, Grand-Mère Léo lui en a offert tout un tas en lui disant :	mantoine_1621185292979_17006-4379562	mantoine	en a offert tout un tas	Proposition	tout un tas	Suggeree	Complexe	Base	Fierte	Joie	tout un ta	en avoir offrir tout un ta
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_4675-4692	C’est son trésor.	mantoine_1621095877686_17006-4379562	mantoine	C’est son trésor	Proposition	trésor	Suggeree	Complexe	Base	Fierte	Joie	trésor	c’ être son trésor
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_4735-4815	À l’école, tout le monde a des billes. À la récré, c’est la folie dans la cour. 	mantoine_1621185416921_17006-4379562	mantoine	la folie dans la cour	SN	la folie	Suggeree	Base	Aucun	Joie	Aucune	le folie	le folie dans le cour
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_4949-4980	Il ne manquerait plus que ça ! 	mantoine_1618526633867_17006-4379562	mantoine	Il ne manquerait plus que ça	Proposition	Il ne manquerait plus que ça !	Suggeree	Base	Aucun	Colere	Aucune	il ne manquer plus que cela !	il ne manquer plus que cela
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_4980-5075	Elle ne va quand même pas demander à son imbécile de petit frère ! À tout le monde sauf à lui !	mantoine_1621096030264_17006-4379562	mantoine	À tout le monde sauf à lu	Proposition	sauf à lui !	Suggeree	Base	Aucun	Colere	Aucune	sauf à luire !	à tout le monde sauf à lire
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_4980-5075	Elle ne va quand même pas demander à son imbécile de petit frère ! À tout le monde sauf à lui !	mantoine_1621096007744_17006-4379562	mantoine	son imbécile de petit frèr	SN	imbécile	Suggeree	Base	Aucun	Colere	Aucune	imbécile	son imbécile de petit frèr
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_5167-5202	Mais Gabriel est un vrai champion !	mantoine_1621096133227_17006-4379562	mantoine	Gabriel est un vrai champion !	Proposition	un vrai champion !	Suggeree	Complexe	Complexe	Fierte	Admiration	un vrai champion !	Gabriel être un vrai champion !
FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_5202-5209	Grrr ! 	mantoine_1618526704946_17006-4379562	mantoine	Grrr	Interjection	Grr	Montree	Base	Aucun	Colere	Aucune	grr	Grrr
