Token_declencheur	Corpus	Id_aa	Nom_aa	Id_phrase	Texte_phrase	Id_SitEmo	Auteur_SitEmo	Texte_SitEmo	Nature_SitEmo	Declencheur_entier	Mode	Type1	Type2	Cat1	Cat2	Lemme
vite	FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14087-14103	– Billy, vite ! 	alessieux_1621760706630_16885-0	alessieux	vite	SAdv	vite	Montree	Base	Aucun	Joie	Aucune	vite
Qu'est	FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14236-14279	– Qu’est-ce qui se passe ? s’inquiète Anna.	alessieux_1621632159670_16885-0	alessieux	Qu’est-ce qui se passe ?	Proposition	Qu'est ce qui se passe ?	Montree	Base	Base	Surprise	Peur	que
ce	FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14236-14279	– Qu’est-ce qui se passe ? s’inquiète Anna.	alessieux_1621632159670_16885-0	alessieux	Qu’est-ce qui se passe ?	Proposition	Qu'est ce qui se passe ?	Montree	Base	Base	Surprise	Peur	ce
qui	FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14236-14279	– Qu’est-ce qui se passe ? s’inquiète Anna.	alessieux_1621632159670_16885-0	alessieux	Qu’est-ce qui se passe ?	Proposition	Qu'est ce qui se passe ?	Montree	Base	Base	Surprise	Peur	qui
se	FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14236-14279	– Qu’est-ce qui se passe ? s’inquiète Anna.	alessieux_1621632159670_16885-0	alessieux	Qu’est-ce qui se passe ?	Proposition	Qu'est ce qui se passe ?	Montree	Base	Base	Surprise	Peur	se
passe	FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14236-14279	– Qu’est-ce qui se passe ? s’inquiète Anna.	alessieux_1621632159670_16885-0	alessieux	Qu’est-ce qui se passe ?	Proposition	Qu'est ce qui se passe ?	Montree	Base	Base	Surprise	Peur	passer
C'est	FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14361-14387	C’est vraiment pas juste !	alessieux_1621632506491_16885-0	alessieux	C’est vraiment pas juste	Proposition	C'est vraiment pas juste	Montree	Base	Aucun	Tristesse	Aucune	ce
vraiment	FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14361-14387	C’est vraiment pas juste !	alessieux_1621632506491_16885-0	alessieux	C’est vraiment pas juste	Proposition	C'est vraiment pas juste	Montree	Base	Aucun	Tristesse	Aucune	vraiment
pas	FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14361-14387	C’est vraiment pas juste !	alessieux_1621632506491_16885-0	alessieux	C’est vraiment pas juste	Proposition	C'est vraiment pas juste	Montree	Base	Aucun	Tristesse	Aucune	pas
juste	FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_14361-14387	C’est vraiment pas juste !	alessieux_1621632506491_16885-0	alessieux	C’est vraiment pas juste	Proposition	C'est vraiment pas juste	Montree	Base	Aucun	Tristesse	Aucune	juste
même	FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15062-15114	Bella a même écrit un poème spécialement pour elle :	alessieux_1621738131593_16885-0	alessieux	même	SAdv	même	Montree	Base	Aucun	Joie	Aucune	même
hip	FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15500-15529	Et on criera hip hip hourra !	alessieux_1621738823401_16885-0	alessieux	hip hip hourra	Interjection	hip hip hourra	Montree	Base	Aucun	Joie	Aucune	hip
hip	FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15500-15529	Et on criera hip hip hourra !	alessieux_1621738823401_16885-0	alessieux	hip hip hourra	Interjection	hip hip hourra	Montree	Base	Aucun	Joie	Aucune	hip
hourra	FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15500-15529	Et on criera hip hip hourra !	alessieux_1621738823401_16885-0	alessieux	hip hip hourra	Interjection	hip hip hourra	Montree	Base	Aucun	Joie	Aucune	hourra
juste	FictionProjetM2	16885-0	Morgenstern_Elisa	16885-0_15529-15574	Tu ne penses pas que la vie est juste extra ?	alessieux_1621738932599_16885-0	alessieux	juste	SAdv	juste	Montree	Base	Aucun	Joie	Aucune	juste
Euh	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_621-668	– Euh… tu es sure que tu ne t’es pas trompée ? 	mantoine_1620911170039_17006-4379562	mantoine	Euh	Interjection	Euh	Montree	Base	Aucun	Surprise	Aucune	euh
sure	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_621-668	– Euh… tu es sure que tu ne t’es pas trompée ? 	mantoine_1620911229703_17006-4379562	mantoine	tu es sure que tu ne t’es pas trompée ?	Proposition	sure ; trompée ; ?	Montree	Base	Aucun	Surprise	Aucune	sur
trompée	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_621-668	– Euh… tu es sure que tu ne t’es pas trompée ? 	mantoine_1620911229703_17006-4379562	mantoine	tu es sure que tu ne t’es pas trompée ?	Proposition	sure ; trompée ; ?	Montree	Base	Aucun	Surprise	Aucune	tromper
Pff	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_911-933	– Pfff, peste Flavia. 	mantoine_1620911381487_17006-4379562	mantoine	Pff	Interjection	Pff	Montree	Base	Aucun	Colere	Aucune	pff
Encore	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_933-956	Encore un truc à lire !	mantoine_1620911468458_17006-4379562	mantoine	Encore un truc à lir	Proposition	Encore	Montree	Base	Aucun	Colere	Aucune	encore
fatiguée	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_956-1001	– Tu n’es pas fatiguée de râler sans arrêt ? 	mantoine_1620911799414_17006-4379562	mantoine	Tu n’es pas fatiguée de râler sans arrêt ?	Proposition	fatiguée de râler ; sans arrêt ; ?	Montree	Base	Aucun	Colere	Aucune	fatiguer
de	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_956-1001	– Tu n’es pas fatiguée de râler sans arrêt ? 	mantoine_1620911799414_17006-4379562	mantoine	Tu n’es pas fatiguée de râler sans arrêt ?	Proposition	fatiguée de râler ; sans arrêt ; ?	Montree	Base	Aucun	Colere	Aucune	de
râler	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_956-1001	– Tu n’es pas fatiguée de râler sans arrêt ? 	mantoine_1620911799414_17006-4379562	mantoine	Tu n’es pas fatiguée de râler sans arrêt ?	Proposition	fatiguée de râler ; sans arrêt ; ?	Montree	Base	Aucun	Colere	Aucune	râler
sans	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_956-1001	– Tu n’es pas fatiguée de râler sans arrêt ? 	mantoine_1620911799414_17006-4379562	mantoine	Tu n’es pas fatiguée de râler sans arrêt ?	Proposition	fatiguée de râler ; sans arrêt ; ?	Montree	Base	Aucun	Colere	Aucune	sans
arrêt	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_956-1001	– Tu n’es pas fatiguée de râler sans arrêt ? 	mantoine_1620911799414_17006-4379562	mantoine	Tu n’es pas fatiguée de râler sans arrêt ?	Proposition	fatiguée de râler ; sans arrêt ; ?	Montree	Base	Aucun	Colere	Aucune	arrêt
tu	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_1001-1082	J’ai beau t’adorer, ça ne donne pas vraiment envie de te faire plaisir, tu sais ?	mantoine_1620911980181_17006-4379562	mantoine	tu sais ?	Proposition	tu sais ?	Montree	Base	Aucun	Colere	Aucune	il
sais	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_1001-1082	J’ai beau t’adorer, ça ne donne pas vraiment envie de te faire plaisir, tu sais ?	mantoine_1620911980181_17006-4379562	mantoine	tu sais ?	Proposition	tu sais ?	Montree	Base	Aucun	Colere	Aucune	savoir
Pardon	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_1082-1109	– Pardon, grommèle Flavia. 	mantoine_1620912124845_17006-4379562	mantoine	Pardon	SN	Pardon	Montree	Complexe	Aucun	Embarras	Aucune	pardon
certaine	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_3560-3578	– Tu es certaine ?	mantoine_1620915333315_17006-4379562	mantoine	Tu es certaine ?	Proposition	certaine ; ?	Montree	Base	Aucun	Surprise	Aucune	certain
Oh	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_4415-4439	– Oh, il y en a plein ! 	mantoine_1621095713721_17006-4379562	mantoine	Oh	Interjection	Oh	Montree	Base	Aucun	Surprise	Aucune	oh
Non	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_4481-4514	– Non, c’est à moi ! fait Flavia.	mantoine_1621095778297_17006-4379562	mantoine	Non, c’est à moi 	Proposition	Non ; !	Montree	Base	Aucun	Colere	Aucune	non
Grr	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_5202-5209	Grrr ! 	mantoine_1618526704946_17006-4379562	mantoine	Grrr	Interjection	Grr	Montree	Base	Aucun	Colere	Aucune	Grr
banane	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_5526-5600	– Pas la peine de me raconter toutes tes salades sur les billes, banane ! 	mantoine_1618526779296_17006-4379562	mantoine	banane	SN	banane !	Montree	Base	Aucun	Colere	Aucune	banane
juste	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_5600-5633	Montre-moi juste comment on fait.	mantoine_1621186456243_17006-4379562	mantoine	juste	SAdv	juste	Montree	Base	Aucun	Colere	Aucune	juste
C'est	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_5892-5914	– C’est de la triche !	mantoine_1618526862209_17006-4379562	mantoine	C’est de la triche	Proposition	C'est de la triche	Montree	Base	Aucun	Colere	Aucune	ce
de	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_5892-5914	– C’est de la triche !	mantoine_1618526862209_17006-4379562	mantoine	C’est de la triche	Proposition	C'est de la triche	Montree	Base	Aucun	Colere	Aucune	de
la	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_5892-5914	– C’est de la triche !	mantoine_1618526862209_17006-4379562	mantoine	C’est de la triche	Proposition	C'est de la triche	Montree	Base	Aucun	Colere	Aucune	le
triche	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_5892-5914	– C’est de la triche !	mantoine_1618526862209_17006-4379562	mantoine	C’est de la triche	Proposition	C'est de la triche	Montree	Base	Aucun	Colere	Aucune	triche
Pas	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6086-6134	– Pas la peine : j’inventerai une méthode à moi.	mantoine_1618526927867_17006-4379562	mantoine	 Pas la peine : j’inventerai une méthode à mo	Proposition	Pas la peine	Montree	Base	Aucun	Colere	Aucune	pas
la	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6086-6134	– Pas la peine : j’inventerai une méthode à moi.	mantoine_1618526927867_17006-4379562	mantoine	 Pas la peine : j’inventerai une méthode à mo	Proposition	Pas la peine	Montree	Base	Aucun	Colere	Aucune	le
peine	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6086-6134	– Pas la peine : j’inventerai une méthode à moi.	mantoine_1618526927867_17006-4379562	mantoine	 Pas la peine : j’inventerai une méthode à mo	Proposition	Pas la peine	Montree	Base	Aucun	Colere	Aucune	peine
On	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6134-6174	– On ne peut pas faire n’importe quoi ! 	mantoine_1621096619690_17006-4379562	mantoine	On ne peut pas faire n’importe quoi	Proposition	On ne peut pas	Montree	Base	Aucun	Colere	Aucune	on
ne	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6134-6174	– On ne peut pas faire n’importe quoi ! 	mantoine_1621096619690_17006-4379562	mantoine	On ne peut pas faire n’importe quoi	Proposition	On ne peut pas	Montree	Base	Aucun	Colere	Aucune	ne
peut	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6134-6174	– On ne peut pas faire n’importe quoi ! 	mantoine_1621096619690_17006-4379562	mantoine	On ne peut pas faire n’importe quoi	Proposition	On ne peut pas	Montree	Base	Aucun	Colere	Aucune	pouvoir
pas	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6134-6174	– On ne peut pas faire n’importe quoi ! 	mantoine_1621096619690_17006-4379562	mantoine	On ne peut pas faire n’importe quoi	Proposition	On ne peut pas	Montree	Base	Aucun	Colere	Aucune	pas
rien	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6351-6388	– Je n’essaie rien du tout, on joue. 	mantoine_1621096904297_17006-4379562	mantoine	 n’essaie rien du tout	Proposition	rien du tout	Montree	Base	Aucun	Colere	Aucune	rien
du	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6351-6388	– Je n’essaie rien du tout, on joue. 	mantoine_1621096904297_17006-4379562	mantoine	 n’essaie rien du tout	Proposition	rien du tout	Montree	Base	Aucun	Colere	Aucune	du
tout	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6351-6388	– Je n’essaie rien du tout, on joue. 	mantoine_1621096904297_17006-4379562	mantoine	 n’essaie rien du tout	Proposition	rien du tout	Montree	Base	Aucun	Colere	Aucune	tout
Excellent	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6538-6571	– Excellent ! À mon tour, dit-il.	mantoine_1621097051022_17006-4379562	mantoine	Excellent	SN	Excellent	Montree	Complexe	Base	Admiration	Surprise	excellent
Ce	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6845-6918	– Ce n’est pas la chance des débutants, mon cher Billy, rétorque Flavia. 	mantoine_1621097190251_17006-4379562	mantoine	Ce n’est pas la chance des débutant	Proposition	Ce n'est pas	Montree	Complexe	Base	Fierte	Colere	ce
n'est	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6845-6918	– Ce n’est pas la chance des débutants, mon cher Billy, rétorque Flavia. 	mantoine_1621097190251_17006-4379562	mantoine	Ce n’est pas la chance des débutant	Proposition	Ce n'est pas	Montree	Complexe	Base	Fierte	Colere	ne
pas	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6845-6918	– Ce n’est pas la chance des débutants, mon cher Billy, rétorque Flavia. 	mantoine_1621097190251_17006-4379562	mantoine	Ce n’est pas la chance des débutant	Proposition	Ce n'est pas	Montree	Complexe	Base	Fierte	Colere	pas
mon	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6845-6918	– Ce n’est pas la chance des débutants, mon cher Billy, rétorque Flavia. 	mantoine_1621097195728_17006-4379562	mantoine	mon cher Billy	SN	mon cher	Montree	Complexe	Aucun	Fierte	Aucune	son
cher	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6845-6918	– Ce n’est pas la chance des débutants, mon cher Billy, rétorque Flavia. 	mantoine_1621097195728_17006-4379562	mantoine	mon cher Billy	SN	mon cher	Montree	Complexe	Aucun	Fierte	Aucune	cher
le	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6918-6935	C’est le talent !	mantoine_1618527104313_17006-4379562	mantoine	C’est le talent	Proposition	le talent	Montree	Complexe	Aucun	Fierte	Aucune	le
talent	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6918-6935	C’est le talent !	mantoine_1618527104313_17006-4379562	mantoine	C’est le talent	Proposition	le talent	Montree	Complexe	Aucun	Fierte	Aucune	talent
gagne	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_6988-7014	Flavia les gagne toutes ! 	mantoine_1621187775792_17006-4379562	mantoine	les gagne toutes	Proposition	gagne	Montree	Base	Complexe	Joie	Fierte	gagner
déjà	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7076-7132	Elle se voit déjà remporter les billes de toute la cour.	mantoine_1621188052978_17006-4379562	mantoine	se voit déjà remporter les billes de toute la cour.	Proposition	déjà remporter	Montree	Base	Complexe	Joie	Fierte	déjà
remporter	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7076-7132	Elle se voit déjà remporter les billes de toute la cour.	mantoine_1621188052978_17006-4379562	mantoine	se voit déjà remporter les billes de toute la cour.	Proposition	déjà remporter	Montree	Base	Complexe	Joie	Fierte	remporter
quand	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7264-7391	Il est en CE2, dans la classe de Dana, et il lui a déjà écrit une lettre, pas exactement d’amour, mais une lettre quand même ! 	mantoine_1621188623702_17006-4379562	mantoine	quand même	Proposition	quand même	Montree	Complexe	Base	Fierte	Joie	quand
même	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7264-7391	Il est en CE2, dans la classe de Dana, et il lui a déjà écrit une lettre, pas exactement d’amour, mais une lettre quand même ! 	mantoine_1621188623702_17006-4379562	mantoine	quand même	Proposition	quand même	Montree	Complexe	Base	Fierte	Joie	même
juste	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7391-7497	Flavia rêve qu’il la demande en mariage, mais il lui demande juste si elle veut jouer aux billes avec lui.	mantoine_1621188934446_17006-4379562	mantoine	juste	SAdv	juste	Montree	Base	Aucun	Tristesse	Aucune	juste
proteste	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7497-7550	– Non, pas elle ! proteste Mouad, un ami de Quentin. 	mantoine_1621097580731_17006-4379562	mantoine	proteste	Proposition	proteste	Montree	Base	Base	Colere	Degout	protester
pas	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7497-7550	– Non, pas elle ! proteste Mouad, un ami de Quentin. 	mantoine_1618527258879_17006-4379562	mantoine	Non, pas elle	Proposition	pas elle	Montree	Base	Base	Degout	Colere	pas
elle	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7497-7550	– Non, pas elle ! proteste Mouad, un ami de Quentin. 	mantoine_1618527258879_17006-4379562	mantoine	Non, pas elle	Proposition	pas elle	Montree	Base	Base	Degout	Colere	il
Pas	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7550-7569	Pas un bébé de CP !	mantoine_1618527337100_17006-4379562	mantoine	Pas un bébé de CP	SN	Pas un bébé de CP	Montree	Base	Base	Degout	Colere	pas
un	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7550-7569	Pas un bébé de CP !	mantoine_1618527337100_17006-4379562	mantoine	Pas un bébé de CP	SN	Pas un bébé de CP	Montree	Base	Base	Degout	Colere	un
bébé	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7550-7569	Pas un bébé de CP !	mantoine_1618527337100_17006-4379562	mantoine	Pas un bébé de CP	SN	Pas un bébé de CP	Montree	Base	Base	Degout	Colere	bébé
de	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7550-7569	Pas un bébé de CP !	mantoine_1618527337100_17006-4379562	mantoine	Pas un bébé de CP	SN	Pas un bébé de CP	Montree	Base	Base	Degout	Colere	de
CP	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7550-7569	Pas un bébé de CP !	mantoine_1618527337100_17006-4379562	mantoine	Pas un bébé de CP	SN	Pas un bébé de CP	Montree	Base	Base	Degout	Colere	CP
tous	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7633-7708	– Si on l’accepte, tous les CP vont vouloir jouer avec nous, insiste Mouad.	mantoine_1621097694515_17006-4379562	mantoine	tous les CP vont vouloir jouer avec nous	Proposition	tous les CP	Montree	Base	Base	Degout	Peur	tout
les	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7633-7708	– Si on l’accepte, tous les CP vont vouloir jouer avec nous, insiste Mouad.	mantoine_1621097694515_17006-4379562	mantoine	tous les CP vont vouloir jouer avec nous	Proposition	tous les CP	Montree	Base	Base	Degout	Peur	le
CP	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_7633-7708	– Si on l’accepte, tous les CP vont vouloir jouer avec nous, insiste Mouad.	mantoine_1621097694515_17006-4379562	mantoine	tous les CP vont vouloir jouer avec nous	Proposition	tous les CP	Montree	Base	Base	Degout	Peur	CP
Enfin	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8071-8179	Enfin, il est l’heure d’aller dans la cour, mais les grands garçons du CE2 ne veulent plus jouer avec elle !	mantoine_1621189566469_17006-4379562	mantoine	Enfin	SAdv	Enfin	Montree	Base	Aucun	Joie	Aucune	enfin
Oh	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8924-8937	– Oh là là ! 	mantoine_1618562173682_17006-4379562	mantoine	Oh là là	Interjection	Oh là là	Montree	Base	Aucun	Surprise	Aucune	oh
là	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8924-8937	– Oh là là ! 	mantoine_1618562173682_17006-4379562	mantoine	Oh là là	Interjection	Oh là là	Montree	Base	Aucun	Surprise	Aucune	là
là	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8924-8937	– Oh là là ! 	mantoine_1618562173682_17006-4379562	mantoine	Oh là là	Interjection	Oh là là	Montree	Base	Aucun	Surprise	Aucune	là
impressionnant	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8937-8960	C’est impressionnant ! 	mantoine_1621098911724_17006-4379562	mantoine	C’est impressionnant	Proposition	impressionnant	Montree	Base	Complexe	Surprise	Fierte	impressionnant
Pourquoi	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8960-8992	Pourquoi tu fais la tête alors ?	mantoine_1621098923415_17006-4379562	mantoine	Pourquoi tu fais la tête alors ?	Proposition	Pourquoi ; ?	Montree	Base	Aucun	Surprise	Aucune	pourquoi
Plus	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8992-9064	– Plus personne ne veut jouer avec moi dans la cour ! s’emporte Flavia. 	mantoine_1618562237762_17006-4379562	mantoine	Plus personne ne veut jouer avec moi dans la cour	Proposition	Plus personne ; jouer avec moi ; !	Montree	Base	Base	Tristesse	Colere	plus
personne	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8992-9064	– Plus personne ne veut jouer avec moi dans la cour ! s’emporte Flavia. 	mantoine_1618562237762_17006-4379562	mantoine	Plus personne ne veut jouer avec moi dans la cour	Proposition	Plus personne ; jouer avec moi ; !	Montree	Base	Base	Tristesse	Colere	personne
jouer	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8992-9064	– Plus personne ne veut jouer avec moi dans la cour ! s’emporte Flavia. 	mantoine_1618562237762_17006-4379562	mantoine	Plus personne ne veut jouer avec moi dans la cour	Proposition	Plus personne ; jouer avec moi ; !	Montree	Base	Base	Tristesse	Colere	jouer
avec	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8992-9064	– Plus personne ne veut jouer avec moi dans la cour ! s’emporte Flavia. 	mantoine_1618562237762_17006-4379562	mantoine	Plus personne ne veut jouer avec moi dans la cour	Proposition	Plus personne ; jouer avec moi ; !	Montree	Base	Base	Tristesse	Colere	avec
moi	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_8992-9064	– Plus personne ne veut jouer avec moi dans la cour ! s’emporte Flavia. 	mantoine_1618562237762_17006-4379562	mantoine	Plus personne ne veut jouer avec moi dans la cour	Proposition	Plus personne ; jouer avec moi ; !	Montree	Base	Base	Tristesse	Colere	lui
Même	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9064-9117	Même quand je réussis quelque chose, on me déteste ! 	mantoine_1621275944570_17006-4379562	mantoine	Même quand	SAdv	Même quand	Montree	Base	Base	Tristesse	Colere	même
quand	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9064-9117	Même quand je réussis quelque chose, on me déteste ! 	mantoine_1621275944570_17006-4379562	mantoine	Même quand	SAdv	Même quand	Montree	Base	Base	Tristesse	Colere	quand
on	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9064-9117	Même quand je réussis quelque chose, on me déteste ! 	mantoine_1621099111613_17006-4379562	mantoine	on me déteste	Proposition	on me déteste	Montree	Base	Base	Tristesse	Colere	on
me	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9064-9117	Même quand je réussis quelque chose, on me déteste ! 	mantoine_1621099111613_17006-4379562	mantoine	on me déteste	Proposition	on me déteste	Montree	Base	Base	Tristesse	Colere	se
déteste	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9064-9117	Même quand je réussis quelque chose, on me déteste ! 	mantoine_1621099111613_17006-4379562	mantoine	on me déteste	Proposition	on me déteste	Montree	Base	Base	Tristesse	Colere	détester
C'est	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9117-9133	C’est pas juste.	mantoine_1618562232748_17006-4379562	mantoine	C’est pas juste	Proposition	C'est pas juste	Montree	Base	Base	Colere	Tristesse	ce
pas	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9117-9133	C’est pas juste.	mantoine_1618562232748_17006-4379562	mantoine	C’est pas juste	Proposition	C'est pas juste	Montree	Base	Base	Colere	Tristesse	pas
juste	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9117-9133	C’est pas juste.	mantoine_1618562232748_17006-4379562	mantoine	C’est pas juste	Proposition	C'est pas juste	Montree	Base	Base	Colere	Tristesse	juste
grogne	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9155-9178	– Quoi ? grogne Flavia.	mantoine_1618562376635_17006-4379562	mantoine	grogne	Proposition	grogne	Montree	Base	Aucun	Colere	Aucune	grogne
quoi	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9471-9487	– Je pa… quoi ? 	mantoine_1621276940482_17006-4379562	mantoine	quoi ?	Interjection	quoi ?	Montree	Base	Aucun	Surprise	Aucune	quoi
pa	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9471-9487	– Je pa… quoi ? 	mantoine_1621099279393_17006-4379562	mantoine	Je pa… quoi ?	Proposition	pa... quoi ?	Montree	Base	Aucun	Surprise	Aucune	pa
quoi	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9471-9487	– Je pa… quoi ? 	mantoine_1621099279393_17006-4379562	mantoine	Je pa… quoi ?	Proposition	pa... quoi ?	Montree	Base	Aucun	Surprise	Aucune	quoi
n'ai	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9487-9539	Je les ai gagnées honnêtement : je n’ai pas triché !	mantoine_1618562603060_17006-4379562	mantoine	n’ai pas triché	Proposition	n'ai pas triché !	Montree	Base	Aucun	Colere	Aucune	ne
pas	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9487-9539	Je les ai gagnées honnêtement : je n’ai pas triché !	mantoine_1618562603060_17006-4379562	mantoine	n’ai pas triché	Proposition	n'ai pas triché !	Montree	Base	Aucun	Colere	Aucune	pas
triché	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9487-9539	Je les ai gagnées honnêtement : je n’ai pas triché !	mantoine_1618562603060_17006-4379562	mantoine	n’ai pas triché	Proposition	n'ai pas triché !	Montree	Base	Aucun	Colere	Aucune	tricher
Ah	FictionProjetM2	17006-4379562	Morgenstern_Flavia	17006-4379562_9745-9752	– Ah ! 	mantoine_1621277241584_17006-4379562	mantoine	Ah	Interjection	Ah	Montree	Base	Aucun	Surprise	Aucune	ah
